municipality,municipality_id,district,district_id,year,typology,layout,transaction_type,value,volume,shape_Length,shape_Area
Abu Dhabi City,41,YAS ISLAND,1330,2025,Apartment / Duplex,5+ beds,All types,76148000.000000000000000,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,5+ beds,All types,76148000.000000000000000,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Villa / Townhouse,6+ beds,All types,169711844.000000000000000,14.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,6+ beds,All types,169711844.000000000000000,14.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Retail,line store,All types,2770000.000000000000000,2.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,line store,All types,2770000.000000000000000,2.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Apartment / Duplex,studio,All types,488988766.529999971389771,555.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,studio,All types,488988766.529999971389771,555.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Other,Undefined,All types,953978574.000000000000000,8.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Plot,Undefined,All types,258538137.930000007152557,16.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Retail,Undefined,All types,88000000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Villa / Townhouse,Undefined,All types,732751707.379999995231628,230.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,All property types,Undefined,All types,2033268419.309999942779541,255.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2021,Apartment / Duplex,All beds,donation,3545000.000000000000000,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2021,Apartment / Duplex,All beds,mortgage,311163079.870000004768372,319.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2021,Apartment / Duplex,All beds,sale,854678630.580000042915344,688.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2021,Apartment / Duplex,All beds,All types,1169386710.450000047683716,1010.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2021,Other,All beds,long lease,42500000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2021,Other,All beds,mortgage,283700000.000000000000000,2.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2021,Other,All beds,sale,11455188.039999999105930,4.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2021,Other,All beds,All types,337655188.040000021457672,7.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2021,Plot,All beds,sale,390524299.430000007152557,156.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2021,Plot,All beds,All types,390524299.430000007152557,156.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2021,Villa / Townhouse,All beds,donation,20391766.980000000447035,5.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2021,Villa / Townhouse,All beds,mortgage,928317426.789999961853027,352.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2021,Villa / Townhouse,All beds,sale,2575148879.559999942779541,869.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2021,Villa / Townhouse,All beds,All types,3523858073.329999923706055,1226.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2022,Apartment / Duplex,All beds,donation,13012628.640000000596046,9.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2022,Apartment / Duplex,All beds,mortgage,897259156.019999980926514,925.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2022,Apartment / Duplex,All beds,sale,1191672404.920000076293945,979.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2022,Apartment / Duplex,All beds,All types,2101944189.579999923706055,1913.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2022,Other,All beds,long lease,333343773.000000000000000,7.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2022,Other,All beds,mortgage,2981412.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2022,Other,All beds,sale,19800000.000000000000000,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2022,Other,All beds,All types,356125185.000000000000000,11.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2022,Plot,All beds,donation,5938512.719999999739230,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2022,Plot,All beds,sale,498180191.439999997615814,108.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2022,Plot,All beds,All types,504118704.160000026226044,109.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2022,Retail,All beds,mortgage,1400000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2022,Retail,All beds,All types,1400000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2022,Villa / Townhouse,All beds,donation,44712399.520000003278255,11.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2022,Villa / Townhouse,All beds,mortgage,1010774593.019999980926514,172.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2022,Villa / Townhouse,All beds,sale,2604787138.710000038146973,890.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2022,Villa / Townhouse,All beds,All types,3660274131.250000000000000,1073.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2023,Apartment / Duplex,All beds,donation,1030218.699999999953434,2.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2023,Apartment / Duplex,All beds,mortgage,306286694.149999976158142,274.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2023,Apartment / Duplex,All beds,sale,3440801655.429999828338623,2303.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2023,Apartment / Duplex,All beds,All types,3748118568.280000209808350,2579.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2023,Other,All beds,long lease,266536419.000000000000000,4.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2023,Other,All beds,mortgage,930000000.000000000000000,2.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2023,Other,All beds,sale,189643215.000000000000000,4.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2023,Other,All beds,All types,1386179634.000000000000000,10.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2023,Plot,All beds,sale,345161383.730000019073486,70.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2023,Plot,All beds,All types,345161383.730000019073486,70.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2023,Retail,All beds,mortgage,9715000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2023,Retail,All beds,All types,9715000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2023,Villa / Townhouse,All beds,donation,1510031.429999999934807,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2023,Villa / Townhouse,All beds,mortgage,1460298248.809999942779541,127.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2023,Villa / Townhouse,All beds,sale,3643374449.590000152587891,1248.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2023,Villa / Townhouse,All beds,All types,5105182729.829999923706055,1376.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Apartment / Duplex,All beds,donation,1300000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Apartment / Duplex,All beds,mortgage,345662295.379999995231628,285.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Apartment / Duplex,All beds,sale,4989514962.220000267028809,2842.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Apartment / Duplex,All beds,All types,5336477257.600000381469727,3128.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Other,All beds,long lease,487309851.000000000000000,7.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Other,All beds,mortgage,1706265000.000000000000000,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Other,All beds,sale,440554614.319999992847443,30.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Other,All beds,All types,2634129465.320000171661377,40.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Plot,All beds,sale,218015087.060000002384186,41.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Plot,All beds,All types,218015087.060000002384186,41.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Retail,All beds,mortgage,36116000.000000000000000,2.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Retail,All beds,sale,1600000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Retail,All beds,All types,37716000.000000000000000,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Villa / Townhouse,All beds,donation,4198935.959999999962747,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Villa / Townhouse,All beds,mortgage,1506001186.640000104904175,673.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Villa / Townhouse,All beds,sale,4434076299.300000190734863,1087.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2024,Villa / Townhouse,All beds,All types,5944276421.899999618530273,1761.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Apartment / Duplex,All beds,mortgage,381132309.569999992847443,292.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Apartment / Duplex,All beds,sale,5003743856.079999923706055,2507.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Apartment / Duplex,All beds,All types,5384876165.649999618530273,2799.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Other,All beds,long lease,106096147.000000000000000,2.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Other,All beds,mortgage,797176617.000000000000000,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Other,All beds,sale,50705810.000000000000000,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Other,All beds,All types,953978574.000000000000000,8.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Plot,All beds,donation,4197674.929999999701977,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Plot,All beds,sale,254340463.000000000000000,15.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Plot,All beds,All types,258538137.930000007152557,16.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Retail,All beds,mortgage,89320000.000000000000000,2.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Retail,All beds,sale,1450000.000000000000000,1.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Retail,All beds,All types,90770000.000000000000000,3.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Villa / Townhouse,All beds,mortgage,1425301201.650000095367432,498.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Villa / Townhouse,All beds,sale,1958050891.230000019073486,475.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2025,Villa / Townhouse,All beds,All types,3383352092.880000114440918,973.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2018,Apartment / Duplex,All beds,sale,1011969396.679999947547913,688.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2018,Apartment / Duplex,All beds,All types,1011969396.679999947547913,688.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2018,Plot,All beds,sale,71940784.959999993443489,19.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2018,Plot,All beds,All types,71940784.959999993443489,19.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2018,Retail,All beds,sale,6590932.000000000000000,5.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2018,Retail,All beds,All types,6590932.000000000000000,5.000000000000000,23604.657354876042518,28738344.954181831330061
Abu Dhabi City,41,YAS ISLAND,1330,2018,Villa / Townhouse,All beds,sale,1635295173.609999895095825,369.000000000000000,23604.657354876042518,28738344.954181831330061
