plot_id,community_id,road_id,allocation_status,construction_status,plot_status,zone_tpss,service_status,area_calculated,development_type,landuse_code,elms_landuse_en,elms_landuse_ar,elms_allocation_en,elms_allocation_ar,sector_tpss,flat_id,gis_id,sector_plot_num,plot_number,community_name_eng,community_name_ara,dev_projectid,dev_far,devcode,max_gfa,municipality_name,district_id,district_name,dev_category,dev_description,elms_parentlanduse_e,elms_parentlanduse_a,created_user,created_date,last_edited_user,last_edited_date,estimatedarea,municipality_id,shape_Length,shape_Area
4208154,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.678066049999984,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208154,YN3_421,421,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.777769156432925,488.999474994685556
4208155,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.065859489999980,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208155,YN3_423,423,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.054359897489221,519.405399256364944
4208156,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.677493089999984,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208156,YN3_425,425,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.777769156432939,488.999474994685613
4208157,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.689358430000027,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208157,YN3_424,424,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.778705858645566,489.010874996554094
4208158,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.089187860000038,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208158,YN3_422,422,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.055402339969589,519.430972754986442
4208159,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.654915039999992,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208159,YN3_429,429,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.775625581127443,488.975547468040020
4208160,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.678069839999978,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208160,YN3_481,481,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.777675373661452,489.000341546950608
4208161,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.689519039999993,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208161,YN3_480,480,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.778811769201241,489.012139503154458
4208162,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.732570810000027,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208162,YN3_479,479,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.798979181271463,489.053529988167611
4208163,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.148878829999944,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208163,YN3_476,476,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.063957548609409,519.491075509176426
4208164,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.079968689999987,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208164,YN3_475,475,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.052469066908145,519.422510502681462
4208165,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.689813759999993,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208165,YN3_468,468,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.778828275719022,489.012120020311443
4208166,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.677561079999975,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208166,YN3_469,469,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.777850094226181,489.000319974959211
4208167,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.709167809999997,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208167,YN3_470,470,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.777771449065995,489.032164998773112
4208168,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.146861319999971,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208168,YN3_473,473,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.055178642816202,519.487860552802317
4208169,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.130479639999976,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208169,YN3_474,474,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.069387959256403,519.472945976900860
4208170,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.636380359999976,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208170,YN3_478,478,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.777591809881699,488.959009999588375
4208171,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.658147310000004,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208171,YN3_477,477,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.776247669070813,488.981000806556949
4208172,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.717438080000022,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208172,YN3_471,471,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.774350792285375,489.040503994839014
4208173,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.567659610000021,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208173,YN3_472,472,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.766973521583509,488.888020007060845
4208174,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.677740840000013,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208174,YN3_487,487,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.777891509342894,489.000970001117992
4208175,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.135791229999995,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208175,YN3_485,485,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.070980622703033,519.479476099455496
4208176,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.667357630000026,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208176,YN3_486,486,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.776791054565678,488.989451994419653
4208177,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.102403979999963,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208177,YN3_484,484,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.054696518812818,519.445490797400112
4208178,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.668101920000026,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208178,YN3_488,488,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.776832387584918,488.989556999243803
4208179,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.146132299999977,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208179,YN3_482,482,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.061944887946808,519.488490407133668
4208180,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.164336430000048,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208180,YN3_483,483,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.075390288008933,519.505904334669481
4208181,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.760673069999996,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208181,YN3_420,420,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.782040386419169,489.082227006009703
4208182,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.725639919999992,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208182,YN3_418,418,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.784257238783411,489.048297276450285
4208183,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.104187280000019,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208183,YN3_419,419,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.061412108380708,519.446528705527953
4208184,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.699913050000021,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208184,YN3_416,416,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.779983553041390,489.021051105112065
4208185,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.122130340000012,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208185,YN3_417,417,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.046557605989520,519.463533254034587
4208316,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.279559339999992,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208316,YN3_394,394,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.060986300253191,519.622448550382728
4208317,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.768895250000014,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208317,YN3_408,408,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.786652659454148,489.092178002169703
4208318,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.063836310000056,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208318,YN3_405,405,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.056247602465064,519.408723007517665
4208319,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.028147650000051,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208319,YN3_404,404,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.062298421833219,519.370521488410759
4208320,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.769028610000021,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208320,YN3_407,407,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.786652659270615,489.092178000397382
4208321,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.035950540000044,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208321,YN3_403,403,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.042101331675454,519.379410487911969
4208322,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.783929750000027,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208322,YN3_387,387,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.781921321531499,489.108005198987087
4208323,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.640354189999982,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208323,YN3_389,389,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.774422228203576,488.963213005049624
4208324,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.060229840000034,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208324,YN3_391,391,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.061385600662049,519.404510907054828
4208325,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.776135259999990,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208325,YN3_388,388,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.787291298160014,489.098230041888826
4208326,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.090004909999948,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208326,YN3_392,392,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.049473459336497,519.432601130018497
4208327,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.691445069999986,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208327,YN3_386,386,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.776357102248809,489.014987740959555
4208328,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.828610869999977,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208328,YN3_384,384,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.787367013027165,489.151469010988308
4208329,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.660447320000003,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208329,YN3_382,382,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.776477745171917,488.984123654307098
4208330,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.150960009999949,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208330,YN3_395,395,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.054527399715184,519.494415489957760
4208331,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.641564539999990,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208331,YN3_383,383,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.774422228019034,488.963213003281965
4208332,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,519.131584090000047,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208332,YN3_393,393,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,95.030138003567131,519.472722218189915
4208333,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.916269129999989,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208333,YN3_385,385,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.794344868269889,489.240978600886706
4208334,5169,0,ALLOCATED,Constructed,Constructed,YAS ISLAND,available,488.731793579999987,,,publicHouse,مسكن شعبي,Government Housing,مسكن شعبي,YN3,,10004208334,YN3_381,381,YN3,ياس شمال 3,,N/A,PLANNED DEVELOPMENT,0.000000000000000,Abu Dhabi City,1330,Yas Island,Other,PLANNED DEVELOPMENT,residential,سكني,,,,,,41,88.782110020570798,489.055854847299884
